City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
0,castro,20,CL,1515963505,57,-42.48,-73.76,66.13,8.01
1,new norfolk,40,AU,1515960000,67,-42.78,147.06,60.8,9.17
2,synya,88,RU,1515963507,96,65.37,58.04,29.18,8.79
3,butaritari,88,KI,1515963507,99,3.07,172.79,83.86,21.32
4,ancud,12,CL,1515963508,56,-41.87,-73.83,69.19,6.78
5,sao joao da barra,40,BR,1515960000,62,-21.64,-41.05,86.0,18.34
6,atuona,48,PF,1515963509,100,-9.8,-139.03,80.62,16.28
7,kaitangata,12,NZ,1515963510,36,-46.28,169.85,78.46,11.48
8,hilo,1,US,1515959760,74,19.71,-155.08,78.8,4.7
9,mataura,8,NZ,1515963511,35,-46.19,168.86,80.44,5.66
10,vaini,32,IN,1515963512,63,15.34,74.49,71.89,2.53
11,bambous virieux,75,MU,1515960000,78,-20.34,57.76,80.6,18.34
12,morondava,76,MG,1515963513,100,-20.3,44.28,73.78,5.99
13,puerto escondido,8,MX,1515963514,100,15.86,-97.07,79.54,7.78
14,lavrentiya,80,RU,1515963515,100,65.58,-170.99,19.64,26.24
15,dingle,92,PH,1515963515,100,11.0,122.67,71.89,7.23
16,zaysan,0,KZ,1515963516,34,47.47,84.87,-25.32,0.63
17,amahai,100,ID,1515963516,100,-3.31,129.0,77.74,9.13
18,rikitea,0,PF,1515963518,100,-23.12,-134.97,80.39,6.55
19,lyngseidet,0,NO,1515961200,58,69.58,20.21,26.6,24.16
20,miri,0,NG,1515963519,68,10.31,9.75,57.04,3.42
21,hermanus,64,ZA,1515963519,86,-34.42,19.24,60.91,5.44
22,darhan,0,MN,1515963520,24,49.49,105.92,-18.34,2.53
23,kruisfontein,0,ZA,1515963520,96,-34.0,24.73,65.18,7.56
24,vestmannaeyjar,88,IS,1515963521,99,63.44,-20.27,34.27,29.15
25,alta floresta,8,BR,1515963522,69,-9.87,-56.08,86.11,1.74
26,bandarbeyla,8,SO,1515963523,100,9.49,50.81,74.9,19.64
27,san vicente,0,SV,1515959400,33,13.64,-88.78,86.0,13.87
28,punta arenas,40,CL,1515960000,44,-53.16,-70.91,59.0,34.45
29,bluff,0,AU,1515963525,40,-23.58,149.07,69.64,11.14
30,port macquarie,75,AU,1515960000,93,-31.43,152.91,59.0,9.17
31,ponta do sol,44,BR,1515963526,73,-20.63,-46.0,78.73,2.98
32,port elizabeth,1,US,1515963300,38,39.31,-74.98,26.6,10.29
33,thompson,20,CA,1515960000,62,55.74,-97.86,-16.61,4.7
34,polunochnoye,0,RU,1515963529,91,60.87,60.43,14.11,8.23
35,aksu,0,KZ,1515961800,76,52.04,76.93,-4.01,11.18
36,lagoa,0,PT,1515961800,81,37.14,-8.45,50.0,5.82
37,ushuaia,75,AR,1515960000,76,-54.81,-68.31,51.8,28.86
38,carnarvon,0,ZA,1515963531,16,-30.97,22.13,74.0,13.71
39,east london,100,ZA,1515963481,100,-33.02,27.91,72.38,4.99
40,palmer,20,AU,1515960000,72,-34.85,139.16,60.8,9.17
41,esperance,40,TT,1515960000,62,10.24,-61.45,86.0,10.29
42,lebu,0,ET,1515960000,37,8.96,38.73,51.8,5.82
43,iqaluit,20,CA,1515960000,67,63.75,-68.52,-25.61,5.82
44,kapaa,1,US,1515959760,73,22.08,-159.32,75.2,3.53
45,kisesa,40,TZ,1515960000,94,-2.55,33.05,68.0,4.7
46,severo-kurilsk,76,RU,1515963539,100,50.68,156.12,23.29,14.16
47,nalut,44,LY,1515963539,73,31.86,10.98,41.11,5.99
48,nikolskoye,90,RU,1515961800,79,59.7,30.79,21.2,6.71
49,hualmay,8,PE,1515963540,63,-11.1,-77.61,74.23,4.09
50,jamestown,0,AU,1515963542,72,-33.21,138.6,54.83,8.01
51,lodja,20,CD,1515963542,94,-3.52,23.6,70.76,2.42
52,tuatapere,8,NZ,1515963543,62,-46.13,167.69,71.89,12.71
53,cherskiy,76,RU,1515963543,83,68.75,161.3,-19.24,4.65
54,cape town,20,ZA,1515960000,82,-33.93,18.42,68.0,8.05
55,saint-philippe,1,CA,1515960900,64,45.36,-73.48,1.4,5.82
56,pevek,68,RU,1515963545,95,69.7,170.27,-8.17,13.49
57,san patricio,64,PY,1515963546,91,-26.98,-56.83,78.37,3.53
58,sisimiut,8,GL,1515963546,100,66.94,-53.67,-22.62,1.63
59,buraydah,0,SA,1515960000,33,26.33,43.97,57.2,4.7
60,xuddur,8,SO,1515963547,55,4.12,43.89,61.81,4.09
61,codrington,0,AU,1515963548,72,-28.95,153.24,65.77,5.99
62,hobart,40,AU,1515960000,67,-42.88,147.33,60.8,9.17
63,kodiak,20,US,1515963549,96,39.95,-94.76,26.98,13.27
64,ishigaki,80,JP,1515963549,100,24.34,124.16,66.08,17.52
65,faanui,88,PF,1515963550,97,-16.48,-151.75,83.86,18.75
66,harper,1,US,1515960900,35,30.3,-99.24,59.0,9.17
67,buenos aires,90,AR,1515960000,83,-34.61,-58.44,69.8,8.05
68,abnub,0,EG,1515960000,62,27.27,31.15,55.4,13.87
69,saint-francois,92,FR,1515963553,87,46.42,3.91,37.55,5.21
70,presidente olegario,36,BR,1515963554,65,-18.42,-46.42,80.62,4.76
71,castrillon,40,ES,1515960000,81,43.4,-6.79,46.4,8.05
72,mayo,90,CA,1515960000,74,63.59,-135.9,37.4,12.75
73,yangambi,24,CD,1515963556,96,0.77,24.47,74.23,2.19
74,tarakan,88,ID,1515963558,100,3.3,117.63,75.44,4.65
75,longyearbyen,75,NO,1515959400,100,78.22,15.63,28.4,3.36
76,noormarkku,80,FI,1515961200,79,61.59,21.87,28.4,16.11
77,roebourne,0,AU,1515963561,82,-20.77,117.15,79.72,9.13
78,umm kaddadah,0,SD,1515963562,34,13.6,26.69,57.8,11.25
79,wairoa,12,NZ,1515963562,85,-39.04,177.43,69.01,8.79
80,quatre cocos,75,MU,1515960000,78,-20.21,57.76,80.6,18.34
81,georgetown,40,GY,1515960000,78,6.8,-58.16,80.6,9.17
82,busselton,0,AU,1515963564,81,-33.64,115.35,76.84,16.62
83,albany,20,US,1515959640,43,42.65,-73.75,15.8,5.82
84,camacha,20,PT,1515961800,62,33.08,-16.33,60.8,14.99
85,kovdor,76,RU,1515963565,82,67.56,30.47,22.48,8.46
86,assiniboia,0,CA,1515963566,68,49.63,-105.99,6.23,13.6
87,sharya,88,RU,1515963567,87,58.37,45.52,20.63,2.42
88,ilulissat,48,GL,1515963000,91,69.22,-51.1,1.4,21.92
89,madang,56,PG,1515963569,100,-5.21,145.81,75.35,4.43
90,airai,76,TL,1515963570,95,-8.93,125.41,69.59,0.51
91,torbay,75,CA,1515960000,86,47.66,-52.73,41.0,14.99
92,marawi,92,PH,1515963571,100,8.0,124.29,67.57,2.19
93,qaanaaq,76,GL,1515963572,100,77.48,-69.36,-10.2,8.23
94,faya,0,SA,1515960000,26,18.39,42.45,57.2,1.19
95,katangli,48,RU,1515963573,100,51.71,143.23,6.5,10.13
96,antofagasta,20,CL,1515960000,64,-23.65,-70.4,69.8,16.11
97,tasiilaq,36,GL,1515963000,53,65.61,-37.64,24.8,8.05
98,hasaki,20,JP,1515961800,86,35.73,140.83,26.6,6.93
99,cabo san lucas,40,MX,1515959100,60,22.89,-109.91,84.2,10.29
100,buta,0,CD,1515963578,42,2.79,24.73,81.61,4.43
101,fortuna,0,ES,1515960000,57,38.18,-1.13,51.8,3.36
102,namibe,80,AO,1515963579,100,-15.19,12.15,74.0,9.01
103,luderitz,0,NA,1515960000,77,-26.65,15.16,66.2,16.11
104,atocha,75,EC,1515960000,87,-1.22,-78.6,51.8,6.93
105,vila velha,20,BR,1515960000,74,-3.71,-38.6,82.4,11.41
106,shiyan,0,CN,1515963583,74,32.65,110.78,20.18,2.08
107,aklavik,40,CA,1515960000,75,68.22,-135.01,-5.81,11.41
108,rincon,1,US,1515962100,31,32.3,-81.24,50.0,6.93
109,pisco,0,PE,1515960000,83,-13.71,-76.2,71.6,10.29
110,key largo,20,US,1515959760,68,25.09,-80.45,71.6,11.41
111,daru,0,SL,1515963586,47,7.99,-10.85,72.88,5.1
112,noshiro,88,JP,1515963587,100,40.21,140.05,41.06,20.76
113,kharsawan,0,IN,1515963587,76,22.8,85.83,41.11,2.64
114,lasa,40,CY,1515961800,93,34.92,32.53,55.4,8.05
115,hambantota,8,LK,1515963589,100,6.12,81.12,77.38,14.83
116,seddon,44,NZ,1515963591,76,-41.67,174.07,69.5,4.21
117,talaya,68,RU,1515963591,62,55.79,84.89,-7.68,11.81
118,kahului,20,US,1515959760,73,20.89,-156.47,75.2,8.05
119,chapais,1,CA,1515960000,69,49.78,-74.86,-7.61,6.93
120,zunyi,92,CN,1515963594,88,27.73,106.92,43.13,3.2
121,jieshi,0,CN,1515963594,100,22.82,115.83,53.62,11.59
122,inirida,32,CO,1515963596,65,3.87,-67.92,85.12,2.98
123,butembo,24,CD,1515963596,88,0.12,29.29,59.56,0.96
124,barrow,0,AR,1515963378,43,-38.31,-60.23,71.66,10.13
125,upernavik,20,GL,1515963598,100,72.79,-56.15,4.25,7.56
126,telimele,0,GN,1515963599,59,10.9,-13.03,69.05,1.19
127,tiksi,24,RU,1515963600,80,71.64,128.87,-38.86,3.2
128,evensk,88,RU,1515963600,100,61.92,159.24,4.25,8.12
129,kilindoni,32,TZ,1515963603,97,-7.91,39.67,81.74,14.61
130,chapada dos guimaraes,40,BR,1515960000,69,-15.46,-55.75,82.4,5.82
131,clyde river,90,CA,1515962100,77,70.47,-68.59,-2.21,5.82
132,teguise,76,ES,1515963611,95,29.06,-13.56,62.3,17.29
133,puerto baquerizo moreno,40,EC,1515960000,69,-0.9,-89.6,80.6,16.11
134,dunedin,0,NZ,1515963615,48,-45.87,170.5,77.83,4.99
135,bredasdorp,92,ZA,1515960000,68,-34.53,20.04,69.8,14.99
136,vardo,5,US,1515962820,23,39.62,-77.74,26.6,9.17
137,port blair,76,IN,1515963619,100,11.67,92.75,81.74,8.12
138,oranjemund,92,ZA,1515963620,94,-28.55,16.43,62.39,9.01
139,sinnamary,80,GF,1515963620,100,5.38,-52.96,75.94,6.67
140,kayerkan,8,RU,1515963622,0,69.35,87.76,-39.22,3.65
141,padang,92,ID,1515963624,100,-0.92,100.36,82.87,1.52
142,axim,12,GH,1515963624,97,4.87,-2.24,81.38,13.15
143,tuktoyaktuk,40,CA,1515960000,71,69.44,-133.03,8.6,13.87
144,yellowknife,75,CA,1515960000,74,62.45,-114.38,-27.41,4.7
145,norman wells,90,CA,1515960000,78,65.28,-126.83,14.0,17.22
146,mareeba,40,AU,1515960000,88,-16.99,145.42,75.2,2.75
147,mahebourg,75,MU,1515960000,78,-20.41,57.7,80.6,18.34
148,ouro fino,24,BR,1515963628,95,-22.28,-46.37,68.51,3.09
149,la cruz,0,MX,1515963629,45,23.92,-106.89,82.51,3.09
150,bukan,48,IR,1515963630,92,36.52,46.21,35.71,9.46
151,bol,12,TD,1515963632,22,13.47,14.72,66.44,11.25
152,paka,90,HR,1515961800,86,45.29,18.06,28.4,9.17
153,kavieng,0,PG,1515963633,100,-2.57,150.8,83.23,1.52
154,mount gambier,92,AU,1515963378,90,-37.83,140.78,60.59,3.42
155,salalah,0,OM,1515959400,45,17.01,54.1,68.0,1.12
156,griffith,0,AU,1515963635,51,-34.29,146.06,60.23,10.58
157,hereford,92,GB,1515963636,94,52.06,-2.72,38.18,13.71
158,armenis,88,RO,1515963636,72,45.2,22.32,19.42,3.98
159,port alfred,56,ZA,1515963492,97,-33.59,26.89,70.72,5.21
160,laguna,75,MX,1515958800,27,27.52,-110.01,78.8,3.36
161,isangel,0,VU,1515963639,100,-19.55,169.27,80.53,9.13
162,general teran,75,MX,1515958800,58,25.27,-99.68,57.2,8.05
163,dillon,1,US,1515959580,64,45.22,-112.64,35.6,4.7
164,ballina,90,IE,1515960000,100,54.11,-9.15,48.2,18.34
165,geraldton,90,CA,1515962460,71,49.72,-86.95,6.8,5.82
166,hobyo,0,SO,1515963642,87,5.35,48.53,74.14,16.84
167,adrar,0,DZ,1515960000,11,27.87,-0.29,60.8,6.93
168,comodoro rivadavia,0,AR,1515960000,36,-45.87,-67.48,77.0,14.99
169,miyako,0,JP,1515961800,86,33.63,130.94,35.6,6.93
170,puranpur,0,IN,1515963644,84,28.51,80.15,43.31,2.75
171,saskylakh,44,RU,1515963645,0,71.97,114.09,-43.99,3.42
172,san cristobal,75,EC,1515960000,87,-0.39,-78.55,51.8,6.93
173,salinopolis,80,BR,1515963646,94,-0.61,-47.36,81.74,13.15
174,vila,75,IT,1515961200,100,45.18,8.4,33.8,1.12
175,cidreira,80,BR,1515963648,100,-30.17,-50.22,76.57,3.53
176,krasavino,64,RU,1515963648,87,60.96,46.48,21.58,8.79
177,mandera,0,ET,1515963649,40,3.94,41.86,64.78,5.21
178,victoria,90,BN,1515960000,100,5.28,115.24,75.2,5.77
179,hithadhoo,44,MV,1515963654,100,-0.6,73.08,81.52,7.67
180,babu,88,CN,1515963655,95,23.23,104.89,41.38,2.08
181,athabasca,0,CA,1515963355,82,54.72,-113.29,-0.03,4.43
182,mongoumba,0,CD,1515963655,80,3.64,18.59,75.8,2.08
183,ikorodu,12,NG,1515960000,83,6.62,3.5,80.6,3.36
184,carutapera,88,BR,1515963659,80,-1.2,-46.02,81.79,9.01
185,te anau,20,NZ,1515963660,44,-45.41,167.72,73.24,12.15
186,cordoba,68,CO,1515963661,92,5.59,-73.79,57.94,1.52
187,galabovo,68,BG,1515963662,90,42.14,25.87,23.83,3.76
188,avera,1,US,1515962100,35,33.19,-82.53,46.4,6.93
189,touros,80,BR,1515963663,81,-5.2,-35.46,81.07,13.6
190,whakatane,20,NZ,1515963664,100,-37.96,176.99,69.01,11.48
191,okato,0,NZ,1515963664,93,-39.19,173.88,68.69,12.71
192,den helder,0,NL,1515961500,86,52.96,4.76,41.0,8.05
193,eyl,0,SO,1515963665,94,7.98,49.82,73.1,18.07
194,tessalit,0,ML,1515963666,31,20.2,1.01,56.63,9.57
195,kurumkan,48,RU,1515963667,80,54.33,110.32,-4.53,2.42
196,ribeira grande,75,PT,1515961800,77,38.52,-28.7,60.8,5.82
197,fochabers,0,GB,1515963000,89,57.61,-3.1,46.4,19.46
198,high level,75,CA,1515960000,76,58.52,-117.13,-9.41,4.7
199,plainview,1,US,1515960900,27,34.18,-101.71,57.2,10.29
200,chokurdakh,48,RU,1515963669,86,70.62,147.9,-39.72,7.0
201,biryusinsk,68,RU,1515963670,60,55.96,97.82,9.56,11.03
202,rocha,100,UY,1515963671,100,-34.48,-54.34,68.92,12.03
203,ardakan,0,IR,1515960000,14,32.31,54.02,48.2,6.93
204,puerto ayora,75,EC,1515960000,51,-0.74,-90.35,84.2,21.92
205,hokitika,80,NZ,1515963674,84,-42.72,170.96,69.46,5.55
206,port lincoln,0,AU,1515963674,98,-34.72,135.86,62.98,11.03
207,mazagao,75,BR,1515960000,66,-0.12,-51.29,89.6,4.7
208,mar del plata,0,AR,1515963444,27,-46.43,-67.52,79.94,7.78
209,lishu,0,CN,1515963676,66,43.31,124.32,-0.3,7.23
210,roros,24,NO,1515961200,73,62.57,11.38,21.2,13.87
211,paamiut,68,GL,1515963682,100,61.99,-49.67,19.33,14.72
212,chuy,100,UY,1515963682,100,-33.69,-53.46,72.61,10.8
213,kaarina,20,FI,1515963000,79,60.41,22.37,26.6,8.05
214,australind,68,AU,1515963684,54,-33.28,115.72,77.74,9.13
215,muscatine,90,US,1515962160,79,41.42,-91.04,23.0,13.87
216,whitehorse,75,CA,1515960000,86,60.72,-135.06,37.4,19.46
217,quetigny,24,FR,1515961800,87,47.31,5.12,33.8,3.36
218,greytown,0,ZA,1515963686,70,-29.06,30.59,63.97,1.97
219,montepuez,92,MZ,1515963687,99,-13.13,39.0,69.41,2.98
220,mont-saint-guibert,40,BE,1515963000,93,50.64,4.61,39.2,8.05
221,charters towers,48,AU,1515963688,87,-20.07,146.27,75.31,4.54
222,brigantine,1,US,1515963360,35,39.41,-74.36,26.6,8.05
223,doctor juan manuel frutos,80,PY,1515963690,81,-25.39,-55.83,79.76,9.24
224,coahuayana,36,MX,1515963690,31,18.62,-100.35,75.35,2.75
225,atherton,40,GB,1515963000,80,53.52,-2.49,39.2,9.17
226,provideniya,90,RU,1515961800,67,64.42,-173.23,19.4,22.37
227,serebryansk,0,KZ,1515960000,75,49.68,83.3,-16.61,2.24
228,mugur-aksy,0,RU,1515963693,46,50.38,90.44,-33.73,2.98
229,katsuura,0,JP,1515963694,100,33.93,134.5,27.79,3.98
230,belaya gora,0,RU,1515963695,0,68.54,146.19,-58.03,2.98
231,oriximina,24,BR,1515963696,56,-1.77,-55.87,88.85,3.76
232,guaramirim,75,BR,1515960000,88,-26.47,-49.0,75.2,23.04
233,khatanga,12,RU,1515963697,0,71.98,102.47,-44.4,2.98
234,pachino,20,IT,1515959400,93,36.72,15.09,44.6,3.36
235,narsaq,0,GL,1515963000,45,60.91,-46.05,1.4,5.82
236,vredefort,32,ZA,1515963699,43,-27.0,27.37,68.78,5.21
237,sitka,0,US,1515963699,48,37.17,-99.65,52.54,9.01
238,kardamaina,40,GR,1515961200,66,36.78,27.14,48.2,17.22
239,hinton,68,CA,1515963444,91,53.4,-117.57,24.68,1.97
240,lock haven,1,US,1515963240,48,41.14,-77.45,19.4,8.05
241,cayenne,75,GF,1515961800,94,4.94,-52.33,77.0,4.76
242,feijo,75,EC,1515960000,74,-3.63,-79.92,78.8,9.17
243,surt,0,LY,1515963704,100,31.21,16.59,53.53,2.75
244,vila franca do campo,40,PT,1515961800,82,37.72,-25.43,59.0,10.29
245,boca do acre,56,BR,1515963705,88,-8.76,-67.39,78.46,3.42
246,vostok,80,RU,1515963706,92,46.45,135.83,18.61,3.2
247,bilibino,80,RU,1515963707,85,68.06,166.44,-20.73,3.09
248,coihaique,0,CL,1515960000,37,-45.58,-72.07,68.0,9.17
249,natal,40,BR,1515960000,70,-5.81,-35.21,84.2,18.34
250,mahajanga,20,MG,1515960000,88,-15.72,46.32,78.8,2.24
251,bundaberg,56,AU,1515963547,100,-24.87,152.35,76.7,10.58
252,nome,1,US,1515960900,27,30.04,-94.42,53.6,5.77
253,saldanha,0,PT,1515963711,88,41.42,-6.55,28.91,2.75
254,lompoc,1,US,1515959880,19,34.64,-120.46,80.6,11.41
255,laerdalsoyri,20,NO,1515959400,54,61.1,7.48,28.4,5.82
256,arraial do cabo,40,BR,1515960000,74,-22.97,-42.02,82.4,12.75
257,poitiers,90,FR,1515961800,87,46.58,0.34,44.6,2.24
